RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720475957830	 	3.11.3
USER	Pokemon API Test	END	1720475966551
USER	Pokemon API Test	START	1720475966551
REQUEST		Get Pikachu	1720475966508	1720475966555	OK	 
USER	Pokemon API Test	END	1720475966560
REQUEST		Get Pikachu	1720475966511	1720475966559	OK	 
USER	Pokemon API Test	END	1720475966563
USER	Pokemon API Test	START	1720475966563
USER	Pokemon API Test	START	1720475966563
REQUEST		Get Pikachu	1720475966502	1720475966570	OK	 
REQUEST		Get Pikachu	1720475966509	1720475966571	OK	 
USER	Pokemon API Test	END	1720475966581
USER	Pokemon API Test	END	1720475966581
USER	Pokemon API Test	START	1720475966581
REQUEST		Get Pikachu	1720475966527	1720475966576	OK	 
USER	Pokemon API Test	END	1720475966582
USER	Pokemon API Test	START	1720475966582
USER	Pokemon API Test	START	1720475966583
REQUEST		Get Pikachu	1720475966529	1720475966585	OK	 
USER	Pokemon API Test	END	1720475966589
USER	Pokemon API Test	START	1720475966589
REQUEST		Get Pikachu	1720475966537	1720475966587	OK	 
USER	Pokemon API Test	END	1720475966593
USER	Pokemon API Test	START	1720475966594
REQUEST		Get Pikachu	1720475966541	1720475966591	OK	 
USER	Pokemon API Test	END	1720475966595
USER	Pokemon API Test	START	1720475966596
REQUEST		Get Pikachu	1720475966553	1720475966596	OK	 
USER	Pokemon API Test	END	1720475966597
USER	Pokemon API Test	START	1720475966597
REQUEST		Get Pikachu	1720475966551	1720475966605	OK	 
USER	Pokemon API Test	END	1720475966609
REQUEST		Get Pikachu	1720475966563	1720475966607	OK	 
USER	Pokemon API Test	END	1720475966611
USER	Pokemon API Test	START	1720475966611
USER	Pokemon API Test	START	1720475966612
REQUEST		Get Pikachu	1720475966582	1720475966616	OK	 
USER	Pokemon API Test	END	1720475966618
USER	Pokemon API Test	START	1720475966618
REQUEST		Get Pikachu	1720475966597	1720475966633	OK	 
USER	Pokemon API Test	END	1720475966634
USER	Pokemon API Test	START	1720475966634
REQUEST		Get Pikachu	1720475966589	1720475966637	OK	 
USER	Pokemon API Test	END	1720475966641
USER	Pokemon API Test	START	1720475966641
REQUEST		Get Pikachu	1720475966581	1720475966640	OK	 
USER	Pokemon API Test	END	1720475966648
REQUEST		Get Pikachu	1720475966594	1720475966640	OK	 
USER	Pokemon API Test	END	1720475966649
USER	Pokemon API Test	START	1720475966649
REQUEST		Get Pikachu	1720475966564	1720475966645	OK	 
USER	Pokemon API Test	END	1720475966654
REQUEST		Get Pikachu	1720475966596	1720475966650	OK	 
USER	Pokemon API Test	END	1720475966654
USER	Pokemon API Test	START	1720475966654
USER	Pokemon API Test	START	1720475966654
USER	Pokemon API Test	START	1720475966654
REQUEST		Get Pikachu	1720475966583	1720475966656	OK	 
USER	Pokemon API Test	END	1720475966659
USER	Pokemon API Test	START	1720475966660
REQUEST		Get Pikachu	1720475966612	1720475966657	OK	 
USER	Pokemon API Test	END	1720475966664
USER	Pokemon API Test	START	1720475966664
REQUEST		Get Pikachu	1720475966618	1720475966668	OK	 
USER	Pokemon API Test	END	1720475966672
USER	Pokemon API Test	START	1720475966672
REQUEST		Get Pikachu	1720475966612	1720475966674	OK	 
USER	Pokemon API Test	END	1720475966677
USER	Pokemon API Test	START	1720475966677
REQUEST		Get Pikachu	1720475966641	1720475966683	OK	 
USER	Pokemon API Test	END	1720475966683
USER	Pokemon API Test	START	1720475966684
REQUEST		Get Pikachu	1720475966634	1720475966679	OK	 
USER	Pokemon API Test	END	1720475966685
USER	Pokemon API Test	START	1720475966685
REQUEST		Get Pikachu	1720475966660	1720475966689	OK	 
USER	Pokemon API Test	END	1720475966690
USER	Pokemon API Test	START	1720475966690
REQUEST		Get Pikachu	1720475966649	1720475966704	OK	 
USER	Pokemon API Test	END	1720475966707
USER	Pokemon API Test	START	1720475966707
REQUEST		Get Pikachu	1720475966654	1720475966709	OK	 
USER	Pokemon API Test	END	1720475966712
USER	Pokemon API Test	START	1720475966712
REQUEST		Get Pikachu	1720475966655	1720475966709	OK	 
USER	Pokemon API Test	END	1720475966713
USER	Pokemon API Test	START	1720475966713
REQUEST		Get Pikachu	1720475966685	1720475966717	OK	 
USER	Pokemon API Test	END	1720475966717
USER	Pokemon API Test	START	1720475966717
REQUEST		Get Pikachu	1720475966678	1720475966725	OK	 
USER	Pokemon API Test	END	1720475966729
USER	Pokemon API Test	START	1720475966729
REQUEST		Get Pikachu	1720475966672	1720475966727	OK	 
USER	Pokemon API Test	END	1720475966731
USER	Pokemon API Test	START	1720475966731
REQUEST		Get Pikachu	1720475966662	1720475966729	OK	 
USER	Pokemon API Test	END	1720475966733
USER	Pokemon API Test	START	1720475966733
REQUEST		Get Pikachu	1720475966684	1720475966736	OK	 
USER	Pokemon API Test	END	1720475966739
USER	Pokemon API Test	START	1720475966739
REQUEST		Get Pikachu	1720475966690	1720475966741	OK	 
USER	Pokemon API Test	END	1720475966743
USER	Pokemon API Test	START	1720475966743
REQUEST		Get Pikachu	1720475966664	1720475966743	OK	 
USER	Pokemon API Test	END	1720475966747
REQUEST		Get Pikachu	1720475966717	1720475966746	OK	 
USER	Pokemon API Test	START	1720475966747
USER	Pokemon API Test	END	1720475966748
USER	Pokemon API Test	START	1720475966748
REQUEST		Get Pikachu	1720475966708	1720475966750	OK	 
USER	Pokemon API Test	END	1720475966754
USER	Pokemon API Test	START	1720475966755
REQUEST		Get Pikachu	1720475966712	1720475966755	OK	 
USER	Pokemon API Test	END	1720475966760
USER	Pokemon API Test	START	1720475966760
REQUEST		Get Pikachu	1720475966713	1720475966774	OK	 
USER	Pokemon API Test	END	1720475966778
USER	Pokemon API Test	START	1720475966778
REQUEST		Get Pikachu	1720475966729	1720475966777	OK	 
REQUEST		Get Pikachu	1720475966732	1720475966781	OK	 
USER	Pokemon API Test	END	1720475966789
REQUEST		Get Pikachu	1720475966734	1720475966782	OK	 
USER	Pokemon API Test	START	1720475966789
USER	Pokemon API Test	END	1720475966789
USER	Pokemon API Test	END	1720475966789
USER	Pokemon API Test	START	1720475966790
REQUEST		Get Pikachu	1720475966739	1720475966788	OK	 
USER	Pokemon API Test	END	1720475966792
USER	Pokemon API Test	START	1720475966792
USER	Pokemon API Test	START	1720475966792
REQUEST		Get Pikachu	1720475966747	1720475966797	OK	 
USER	Pokemon API Test	END	1720475966801
USER	Pokemon API Test	START	1720475966801
REQUEST		Get Pikachu	1720475966743	1720475966804	OK	 
USER	Pokemon API Test	END	1720475966805
REQUEST		Get Pikachu	1720475966755	1720475966805	OK	 
USER	Pokemon API Test	END	1720475966809
USER	Pokemon API Test	START	1720475966809
USER	Pokemon API Test	START	1720475966810
REQUEST		Get Pikachu	1720475966760	1720475966810	OK	 
USER	Pokemon API Test	END	1720475966814
USER	Pokemon API Test	START	1720475966814
REQUEST		Get Pikachu	1720475966748	1720475966811	OK	 
USER	Pokemon API Test	END	1720475966815
USER	Pokemon API Test	START	1720475966815
REQUEST		Get Pikachu	1720475966779	1720475966826	OK	 
USER	Pokemon API Test	END	1720475966826
USER	Pokemon API Test	START	1720475966827
REQUEST		Get Pikachu	1720475966801	1720475966833	OK	 
USER	Pokemon API Test	END	1720475966834
USER	Pokemon API Test	START	1720475966834
REQUEST		Get Pikachu	1720475966790	1720475966839	OK	 
USER	Pokemon API Test	END	1720475966844
USER	Pokemon API Test	START	1720475966844
REQUEST		Get Pikachu	1720475966792	1720475966841	OK	 
USER	Pokemon API Test	END	1720475966846
USER	Pokemon API Test	START	1720475966846
REQUEST		Get Pikachu	1720475966792	1720475966850	OK	 
USER	Pokemon API Test	END	1720475966854
USER	Pokemon API Test	START	1720475966854
REQUEST		Get Pikachu	1720475966827	1720475966857	OK	 
USER	Pokemon API Test	END	1720475966858
USER	Pokemon API Test	START	1720475966858
REQUEST		Get Pikachu	1720475966791	1720475966859	OK	 
USER	Pokemon API Test	END	1720475966863
USER	Pokemon API Test	START	1720475966863
REQUEST		Get Pikachu	1720475966810	1720475966858	OK	 
USER	Pokemon API Test	END	1720475966865
USER	Pokemon API Test	START	1720475966865
REQUEST		Get Pikachu	1720475966810	1720475966863	OK	 
USER	Pokemon API Test	END	1720475966869
USER	Pokemon API Test	START	1720475966869
REQUEST		Get Pikachu	1720475966814	1720475966869	OK	 
USER	Pokemon API Test	END	1720475966874
USER	Pokemon API Test	START	1720475966874
REQUEST		Get Pikachu	1720475966815	1720475966874	OK	 
USER	Pokemon API Test	END	1720475966879
USER	Pokemon API Test	START	1720475966879
REQUEST		Get Pikachu	1720475966834	1720475966886	OK	 
USER	Pokemon API Test	END	1720475966889
USER	Pokemon API Test	START	1720475966889
REQUEST		Get Pikachu	1720475966865	1720475966894	OK	 
USER	Pokemon API Test	END	1720475966895
USER	Pokemon API Test	START	1720475966895
REQUEST		Get Pikachu	1720475966844	1720475966896	OK	 
USER	Pokemon API Test	END	1720475966900
USER	Pokemon API Test	START	1720475966900
REQUEST		Get Pikachu	1720475966847	1720475966897	OK	 
USER	Pokemon API Test	END	1720475966901
USER	Pokemon API Test	START	1720475966901
REQUEST		Get Pikachu	1720475966879	1720475966909	OK	 
USER	Pokemon API Test	END	1720475966910
USER	Pokemon API Test	START	1720475966910
REQUEST		Get Pikachu	1720475966865	1720475966911	OK	 
USER	Pokemon API Test	END	1720475966916
USER	Pokemon API Test	START	1720475966916
REQUEST		Get Pikachu	1720475966863	1720475966914	OK	 
USER	Pokemon API Test	END	1720475966918
USER	Pokemon API Test	START	1720475966918
REQUEST		Get Pikachu	1720475966855	1720475966916	OK	 
USER	Pokemon API Test	END	1720475966920
USER	Pokemon API Test	START	1720475966920
REQUEST		Get Pikachu	1720475966869	1720475966920	OK	 
USER	Pokemon API Test	END	1720475966923
USER	Pokemon API Test	START	1720475966923
REQUEST		Get Pikachu	1720475966874	1720475966927	OK	 
USER	Pokemon API Test	END	1720475966931
USER	Pokemon API Test	START	1720475966931
REQUEST		Get Pikachu	1720475966910	1720475966947	OK	 
USER	Pokemon API Test	END	1720475966948
USER	Pokemon API Test	START	1720475966948
REQUEST		Get Pikachu	1720475966890	1720475966943	OK	 
REQUEST		Get Pikachu	1720475966895	1720475966948	OK	 
USER	Pokemon API Test	END	1720475966953
USER	Pokemon API Test	END	1720475966953
USER	Pokemon API Test	START	1720475966953
USER	Pokemon API Test	START	1720475966953
REQUEST		Get Pikachu	1720475966916	1720475966964	OK	 
USER	Pokemon API Test	END	1720475966969
USER	Pokemon API Test	START	1720475966969
REQUEST		Get Pikachu	1720475966932	1720475966972	OK	 
USER	Pokemon API Test	END	1720475966973
REQUEST		Get Pikachu	1720475966919	1720475966969	OK	 
USER	Pokemon API Test	END	1720475966976
REQUEST		Get Pikachu	1720475966923	1720475966979	OK	 
USER	Pokemon API Test	START	1720475966983
USER	Pokemon API Test	END	1720475966984
USER	Pokemon API Test	START	1720475966984
REQUEST		Get Pikachu	1720475966920	1720475966973	OK	 
USER	Pokemon API Test	END	1720475966985
USER	Pokemon API Test	START	1720475966985
USER	Pokemon API Test	START	1720475966987
REQUEST		Get Pikachu	1720475966901	1720475966979	OK	 
USER	Pokemon API Test	END	1720475966989
USER	Pokemon API Test	START	1720475966989
REQUEST		Get Pikachu	1720475966901	1720475966984	OK	 
USER	Pokemon API Test	END	1720475966990
USER	Pokemon API Test	START	1720475966990
REQUEST		Get Pikachu	1720475966953	1720475966999	OK	 
USER	Pokemon API Test	END	1720475967003
USER	Pokemon API Test	START	1720475967003
REQUEST		Get Pikachu	1720475966948	1720475967001	OK	 
USER	Pokemon API Test	END	1720475967007
USER	Pokemon API Test	START	1720475967007
REQUEST		Get Pikachu	1720475966953	1720475967006	OK	 
USER	Pokemon API Test	END	1720475967011
USER	Pokemon API Test	START	1720475967011
REQUEST		Get Pikachu	1720475966984	1720475967016	OK	 
USER	Pokemon API Test	END	1720475967017
REQUEST		Get Pikachu	1720475966970	1720475967014	OK	 
USER	Pokemon API Test	START	1720475967018
USER	Pokemon API Test	END	1720475967018
USER	Pokemon API Test	START	1720475967018
REQUEST		Get Pikachu	1720475966990	1720475967028	OK	 
USER	Pokemon API Test	END	1720475967029
USER	Pokemon API Test	START	1720475967029
REQUEST		Get Pikachu	1720475966984	1720475967029	OK	 
USER	Pokemon API Test	END	1720475967033
USER	Pokemon API Test	START	1720475967033
REQUEST		Get Pikachu	1720475966985	1720475967032	OK	 
USER	Pokemon API Test	END	1720475967037
USER	Pokemon API Test	START	1720475967037
REQUEST		Get Pikachu	1720475967019	1720475967059	OK	 
USER	Pokemon API Test	END	1720475967060
REQUEST		Get Pikachu	1720475966988	1720475967043	OK	 
REQUEST		Get Pikachu	1720475967004	1720475967060	OK	 
REQUEST		Get Pikachu	1720475966989	1720475967041	OK	 
USER	Pokemon API Test	END	1720475967064
USER	Pokemon API Test	END	1720475967064
USER	Pokemon API Test	START	1720475967064
USER	Pokemon API Test	START	1720475967064
USER	Pokemon API Test	END	1720475967065
USER	Pokemon API Test	START	1720475967065
USER	Pokemon API Test	START	1720475967065
REQUEST		Get Pikachu	1720475967018	1720475967069	OK	 
USER	Pokemon API Test	END	1720475967073
USER	Pokemon API Test	START	1720475967073
REQUEST		Get Pikachu	1720475967008	1720475967069	OK	 
USER	Pokemon API Test	END	1720475967074
USER	Pokemon API Test	START	1720475967074
REQUEST		Get Pikachu	1720475967011	1720475967071	OK	 
USER	Pokemon API Test	END	1720475967075
USER	Pokemon API Test	START	1720475967075
REQUEST		Get Pikachu	1720475967064	1720475967093	OK	 
USER	Pokemon API Test	END	1720475967094
USER	Pokemon API Test	START	1720475967094
REQUEST		Get Pikachu	1720475967029	1720475967096	OK	 
USER	Pokemon API Test	END	1720475967100
USER	Pokemon API Test	START	1720475967100
REQUEST		Get Pikachu	1720475967037	1720475967103	OK	 
USER	Pokemon API Test	END	1720475967106
USER	Pokemon API Test	START	1720475967106
REQUEST		Get Pikachu	1720475967064	1720475967110	OK	 
USER	Pokemon API Test	END	1720475967113
USER	Pokemon API Test	START	1720475967113
REQUEST		Get Pikachu	1720475967065	1720475967115	OK	 
USER	Pokemon API Test	END	1720475967119
REQUEST		Get Pikachu	1720475967065	1720475967116	OK	 
USER	Pokemon API Test	END	1720475967120
USER	Pokemon API Test	START	1720475967120
USER	Pokemon API Test	START	1720475967121
REQUEST		Get Pikachu	1720475967075	1720475967122	OK	 
USER	Pokemon API Test	END	1720475967122
REQUEST		Get Pikachu	1720475967074	1720475967118	OK	 
USER	Pokemon API Test	END	1720475967123
USER	Pokemon API Test	START	1720475967123
USER	Pokemon API Test	START	1720475967123
REQUEST		Get Pikachu	1720475967073	1720475967121	OK	 
USER	Pokemon API Test	END	1720475967125
USER	Pokemon API Test	START	1720475967125
REQUEST		Get Pikachu	1720475967094	1720475967142	OK	 
USER	Pokemon API Test	END	1720475967147
USER	Pokemon API Test	START	1720475967147
REQUEST		Get Pikachu	1720475967121	1720475967150	OK	 
USER	Pokemon API Test	END	1720475967150
USER	Pokemon API Test	START	1720475967151
REQUEST		Get Pikachu	1720475967121	1720475967163	OK	 
USER	Pokemon API Test	END	1720475967167
REQUEST		Get Pikachu	1720475967114	1720475967163	OK	 
USER	Pokemon API Test	END	1720475967168
USER	Pokemon API Test	START	1720475967168
USER	Pokemon API Test	START	1720475967168
REQUEST		Get Pikachu	1720475967106	1720475967168	OK	 
USER	Pokemon API Test	END	1720475967174
USER	Pokemon API Test	START	1720475967174
REQUEST		Get Pikachu	1720475967123	1720475967177	OK	 
USER	Pokemon API Test	END	1720475967181
REQUEST		Get Pikachu	1720475967100	1720475967177	OK	 
USER	Pokemon API Test	START	1720475967182
USER	Pokemon API Test	END	1720475967182
USER	Pokemon API Test	START	1720475967182
REQUEST		Get Pikachu	1720475967147	1720475967183	OK	 
USER	Pokemon API Test	END	1720475967183
USER	Pokemon API Test	START	1720475967184
REQUEST		Get Pikachu	1720475967124	1720475967182	OK	 
USER	Pokemon API Test	END	1720475967187
USER	Pokemon API Test	START	1720475967187
REQUEST		Get Pikachu	1720475967126	1720475967187	OK	 
USER	Pokemon API Test	END	1720475967191
USER	Pokemon API Test	START	1720475967192
REQUEST		Get Pikachu	1720475967152	1720475967210	OK	 
USER	Pokemon API Test	END	1720475967214
REQUEST		Get Pikachu	1720475967182	1720475967214	OK	 
USER	Pokemon API Test	END	1720475967215
USER	Pokemon API Test	START	1720475967215
REQUEST		Get Pikachu	1720475967168	1720475967215	OK	 
USER	Pokemon API Test	END	1720475967219
USER	Pokemon API Test	START	1720475967219
USER	Pokemon API Test	START	1720475967219
REQUEST		Get Pikachu	1720475967168	1720475967218	OK	 
USER	Pokemon API Test	END	1720475967222
USER	Pokemon API Test	START	1720475967222
REQUEST		Get Pikachu	1720475967175	1720475967227	OK	 
USER	Pokemon API Test	END	1720475967232
REQUEST		Get Pikachu	1720475967183	1720475967230	OK	 
USER	Pokemon API Test	END	1720475967233
USER	Pokemon API Test	START	1720475967234
REQUEST		Get Pikachu	1720475967187	1720475967232	OK	 
USER	Pokemon API Test	END	1720475967236
USER	Pokemon API Test	START	1720475967236
REQUEST		Get Pikachu	1720475967184	1720475967228	OK	 
USER	Pokemon API Test	END	1720475967237
USER	Pokemon API Test	START	1720475967237
USER	Pokemon API Test	START	1720475967237
REQUEST		Get Pikachu	1720475967192	1720475967246	OK	 
USER	Pokemon API Test	END	1720475967249
REQUEST		Get Pikachu	1720475967215	1720475967249	OK	 
USER	Pokemon API Test	END	1720475967250
USER	Pokemon API Test	START	1720475967250
USER	Pokemon API Test	START	1720475967250
REQUEST		Get Pikachu	1720475967219	1720475967262	OK	 
USER	Pokemon API Test	END	1720475967267
USER	Pokemon API Test	START	1720475967267
REQUEST		Get Pikachu	1720475967236	1720475967270	OK	 
USER	Pokemon API Test	END	1720475967271
USER	Pokemon API Test	START	1720475967271
REQUEST		Get Pikachu	1720475967219	1720475967275	OK	 
USER	Pokemon API Test	END	1720475967279
USER	Pokemon API Test	START	1720475967279
REQUEST		Get Pikachu	1720475967222	1720475967277	OK	 
USER	Pokemon API Test	END	1720475967283
USER	Pokemon API Test	START	1720475967283
REQUEST		Get Pikachu	1720475967234	1720475967280	OK	 
USER	Pokemon API Test	END	1720475967284
USER	Pokemon API Test	START	1720475967285
REQUEST		Get Pikachu	1720475967251	1720475967296	OK	 
USER	Pokemon API Test	END	1720475967300
REQUEST		Get Pikachu	1720475967237	1720475967294	OK	 
REQUEST		Get Pikachu	1720475967267	1720475967303	OK	 
REQUEST		Get Pikachu	1720475967250	1720475967299	OK	 
USER	Pokemon API Test	END	1720475967303
USER	Pokemon API Test	START	1720475967303
USER	Pokemon API Test	END	1720475967304
USER	Pokemon API Test	END	1720475967304
USER	Pokemon API Test	START	1720475967304
USER	Pokemon API Test	START	1720475967304
USER	Pokemon API Test	START	1720475967305
REQUEST		Get Pikachu	1720475967238	1720475967290	OK	 
USER	Pokemon API Test	END	1720475967305
USER	Pokemon API Test	START	1720475967305
REQUEST		Get Pikachu	1720475967285	1720475967330	OK	 
USER	Pokemon API Test	END	1720475967338
REQUEST		Get Pikachu	1720475967279	1720475967331	OK	 
USER	Pokemon API Test	END	1720475967341
USER	Pokemon API Test	START	1720475967341
USER	Pokemon API Test	START	1720475967342
REQUEST		Get Pikachu	1720475967304	1720475967343	OK	 
USER	Pokemon API Test	END	1720475967343
USER	Pokemon API Test	START	1720475967344
REQUEST		Get Pikachu	1720475967271	1720475967341	OK	 
USER	Pokemon API Test	END	1720475967346
USER	Pokemon API Test	START	1720475967347
REQUEST		Get Pikachu	1720475967304	1720475967349	OK	 
USER	Pokemon API Test	END	1720475967353
USER	Pokemon API Test	START	1720475967353
REQUEST		Get Pikachu	1720475967304	1720475967352	OK	 
USER	Pokemon API Test	END	1720475967358
REQUEST		Get Pikachu	1720475967305	1720475967348	OK	 
USER	Pokemon API Test	END	1720475967359
USER	Pokemon API Test	START	1720475967359
USER	Pokemon API Test	START	1720475967359
REQUEST		Get Pikachu	1720475967288	1720475967353	OK	 
USER	Pokemon API Test	END	1720475967359
REQUEST		Get Pikachu	1720475967305	1720475967360	OK	 
USER	Pokemon API Test	END	1720475967366
USER	Pokemon API Test	START	1720475967366
USER	Pokemon API Test	START	1720475967366
REQUEST		Get Pikachu	1720475967033	1720475967371	OK	 
USER	Pokemon API Test	END	1720475967375
USER	Pokemon API Test	START	1720475967375
REQUEST		Get Pikachu	1720475967341	1720475967387	OK	 
USER	Pokemon API Test	END	1720475967388
USER	Pokemon API Test	START	1720475967388
REQUEST		Get Pikachu	1720475967359	1720475967389	OK	 
USER	Pokemon API Test	END	1720475967390
USER	Pokemon API Test	START	1720475967390
REQUEST		Get Pikachu	1720475967347	1720475967397	OK	 
USER	Pokemon API Test	END	1720475967404
REQUEST		Get Pikachu	1720475967344	1720475967402	OK	 
REQUEST		Get Pikachu	1720475967344	1720475967402	OK	 
USER	Pokemon API Test	END	1720475967406
USER	Pokemon API Test	START	1720475967406
REQUEST		Get Pikachu	1720475967353	1720475967398	OK	 
USER	Pokemon API Test	END	1720475967406
USER	Pokemon API Test	START	1720475967406
USER	Pokemon API Test	END	1720475967407
USER	Pokemon API Test	START	1720475967407
USER	Pokemon API Test	START	1720475967407
REQUEST		Get Pikachu	1720475967359	1720475967408	OK	 
USER	Pokemon API Test	END	1720475967410
USER	Pokemon API Test	START	1720475967410
REQUEST		Get Pikachu	1720475967366	1720475967411	OK	 
USER	Pokemon API Test	END	1720475967415
USER	Pokemon API Test	START	1720475967415
REQUEST		Get Pikachu	1720475967366	1720475967414	OK	 
USER	Pokemon API Test	END	1720475967418
USER	Pokemon API Test	START	1720475967418
REQUEST		Get Pikachu	1720475967388	1720475967426	OK	 
USER	Pokemon API Test	END	1720475967426
USER	Pokemon API Test	START	1720475967426
REQUEST		Get Pikachu	1720475967375	1720475967424	OK	 
USER	Pokemon API Test	END	1720475967428
USER	Pokemon API Test	START	1720475967428
REQUEST		Get Pikachu	1720475967390	1720475967437	OK	 
USER	Pokemon API Test	END	1720475967439
USER	Pokemon API Test	START	1720475967439
REQUEST		Get Pikachu	1720475967407	1720475967451	OK	 
USER	Pokemon API Test	END	1720475967451
USER	Pokemon API Test	START	1720475967452
REQUEST		Get Pikachu	1720475967406	1720475967449	OK	 
USER	Pokemon API Test	END	1720475967454
USER	Pokemon API Test	START	1720475967454
REQUEST		Get Pikachu	1720475967428	1720475967459	OK	 
USER	Pokemon API Test	END	1720475967460
REQUEST		Get Pikachu	1720475967411	1720475967461	OK	 
USER	Pokemon API Test	END	1720475967466
USER	Pokemon API Test	START	1720475967466
REQUEST		Get Pikachu	1720475967415	1720475967463	OK	 
USER	Pokemon API Test	END	1720475967467
USER	Pokemon API Test	START	1720475967467
REQUEST		Get Pikachu	1720475967407	1720475967468	OK	 
REQUEST		Get Pikachu	1720475967418	1720475967464	OK	 
USER	Pokemon API Test	END	1720475967472
USER	Pokemon API Test	START	1720475967472
USER	Pokemon API Test	START	1720475967472
USER	Pokemon API Test	END	1720475967473
USER	Pokemon API Test	START	1720475967473
REQUEST		Get Pikachu	1720475967427	1720475967478	OK	 
USER	Pokemon API Test	END	1720475967483
USER	Pokemon API Test	START	1720475967483
REQUEST		Get Pikachu	1720475967407	1720475967481	OK	 
USER	Pokemon API Test	END	1720475967486
USER	Pokemon API Test	START	1720475967486
REQUEST		Get Pikachu	1720475967439	1720475967485	OK	 
USER	Pokemon API Test	END	1720475967489
USER	Pokemon API Test	START	1720475967489
REQUEST		Get Pikachu	1720475967452	1720475967492	OK	 
USER	Pokemon API Test	END	1720475967494
USER	Pokemon API Test	START	1720475967494
REQUEST		Get Pikachu	1720475967468	1720475967499	OK	 
USER	Pokemon API Test	END	1720475967500
USER	Pokemon API Test	START	1720475967500
REQUEST		Get Pikachu	1720475967486	1720475967515	OK	 
USER	Pokemon API Test	END	1720475967516
USER	Pokemon API Test	START	1720475967516
REQUEST		Get Pikachu	1720475967467	1720475967513	OK	 
USER	Pokemon API Test	END	1720475967517
USER	Pokemon API Test	START	1720475967517
REQUEST		Get Pikachu	1720475967454	1720475967514	OK	 
USER	Pokemon API Test	END	1720475967520
USER	Pokemon API Test	START	1720475967520
REQUEST		Get Pikachu	1720475967472	1720475967518	OK	 
USER	Pokemon API Test	END	1720475967522
USER	Pokemon API Test	START	1720475967522
REQUEST		Get Pikachu	1720475967473	1720475967521	OK	 
USER	Pokemon API Test	END	1720475967525
USER	Pokemon API Test	START	1720475967526
REQUEST		Get Pikachu	1720475967473	1720475967523	OK	 
USER	Pokemon API Test	END	1720475967527
USER	Pokemon API Test	START	1720475967528
REQUEST		Get Pikachu	1720475967494	1720475967540	OK	 
USER	Pokemon API Test	END	1720475967544
USER	Pokemon API Test	START	1720475967544
REQUEST		Get Pikachu	1720475967489	1720475967543	OK	 
USER	Pokemon API Test	END	1720475967547
USER	Pokemon API Test	START	1720475967547
REQUEST		Get Pikachu	1720475967517	1720475967548	OK	 
USER	Pokemon API Test	END	1720475967548
USER	Pokemon API Test	START	1720475967548
REQUEST		Get Pikachu	1720475967500	1720475967552	OK	 
USER	Pokemon API Test	END	1720475967557
USER	Pokemon API Test	START	1720475967557
REQUEST		Get Pikachu	1720475967520	1720475967565	OK	 
USER	Pokemon API Test	END	1720475967567
USER	Pokemon API Test	START	1720475967567
REQUEST		Get Pikachu	1720475967517	1720475967569	OK	 
USER	Pokemon API Test	END	1720475967574
REQUEST		Get Pikachu	1720475967545	1720475967579	OK	 
REQUEST		Get Pikachu	1720475967483	1720475967572	OK	 
USER	Pokemon API Test	END	1720475967580
USER	Pokemon API Test	START	1720475967581
USER	Pokemon API Test	END	1720475967581
REQUEST		Get Pikachu	1720475967528	1720475967584	OK	 
USER	Pokemon API Test	END	1720475967589
USER	Pokemon API Test	START	1720475967589
USER	Pokemon API Test	START	1720475967590
REQUEST		Get Pikachu	1720475967526	1720475967569	OK	 
USER	Pokemon API Test	END	1720475967591
USER	Pokemon API Test	START	1720475967591
REQUEST		Get Pikachu	1720475967522	1720475967581	OK	 
USER	Pokemon API Test	START	1720475967592
USER	Pokemon API Test	END	1720475967592
USER	Pokemon API Test	START	1720475967592
REQUEST		Get Pikachu	1720475967547	1720475967596	OK	 
USER	Pokemon API Test	END	1720475967598
USER	Pokemon API Test	START	1720475967598
REQUEST		Get Pikachu	1720475967549	1720475967599	OK	 
USER	Pokemon API Test	END	1720475967603
USER	Pokemon API Test	START	1720475967603
REQUEST		Get Pikachu	1720475967557	1720475967619	OK	 
USER	Pokemon API Test	END	1720475967622
USER	Pokemon API Test	START	1720475967623
REQUEST		Get Pikachu	1720475967567	1720475967622	OK	 
USER	Pokemon API Test	END	1720475967625
USER	Pokemon API Test	START	1720475967626
REQUEST		Get Pikachu	1720475967593	1720475967627	OK	 
USER	Pokemon API Test	END	1720475967628
USER	Pokemon API Test	START	1720475967628
REQUEST		Get Pikachu	1720475967581	1720475967629	OK	 
USER	Pokemon API Test	END	1720475967629
USER	Pokemon API Test	START	1720475967629
REQUEST		Get Pikachu	1720475967593	1720475967635	OK	 
USER	Pokemon API Test	END	1720475967638
USER	Pokemon API Test	START	1720475967638
REQUEST		Get Pikachu	1720475967589	1720475967639	OK	 
USER	Pokemon API Test	END	1720475967641
USER	Pokemon API Test	START	1720475967641
REQUEST		Get Pikachu	1720475967598	1720475967646	OK	 
USER	Pokemon API Test	END	1720475967649
USER	Pokemon API Test	START	1720475967649
REQUEST		Get Pikachu	1720475967603	1720475967648	OK	 
REQUEST		Get Pikachu	1720475967590	1720475967644	OK	 
USER	Pokemon API Test	END	1720475967652
USER	Pokemon API Test	END	1720475967652
USER	Pokemon API Test	START	1720475967652
REQUEST		Get Pikachu	1720475967592	1720475967644	OK	 
USER	Pokemon API Test	END	1720475967653
USER	Pokemon API Test	START	1720475967654
USER	Pokemon API Test	START	1720475967654
